900729.5 323479.0 -9999.0
900749.5 323479.0 -9999.0
900769.5 323479.0 -9999.0
900789.5 323479.0 -9999.0
900809.5 323479.0 -9999.0
900829.5 323479.0 -9999.0
900849.5 323479.0 -9999.0
900869.5 323479.0 -9999.0
900889.5 323479.0 -9999.0
900909.5 323479.0 -9999.0
900929.5 323479.0 -9999.0
900949.5 323479.0 -9999.0
900969.5 323479.0 -9999.0
900989.5 323479.0 -9999.0
901009.5 323479.0 -9999.0
901029.5 323479.0 -9999.0
901049.5 323479.0 -9999.0
901069.5 323479.0 -9999.0
901089.5 323479.0 -9999.0
901109.5 323479.0 -9999.0
901129.5 323479.0 -9999.0
901149.5 323479.0 -9999.0
901169.5 323479.0 -9999.0
901189.5 323479.0 -9999.0
901209.5 323479.0 -9999.0
901229.5 323479.0 -9999.0
901249.5 323479.0 -9999.0
901269.5 323479.0 -9999.0
901289.5 323479.0 -9999.0
901309.5 323479.0 -9999.0
901329.5 323479.0 -9999.0
901349.5 323479.0 -9999.0
901369.5 323479.0 -9999.0
901389.5 323479.0 -9999.0
901409.5 323479.0 -9999.0
901429.5 323479.0 -9999.0
901449.5 323479.0 -9999.0
901469.5 323479.0 -9999.0
901489.5 323479.0 -9999.0
901509.5 323479.0 -9999.0
901529.5 323479.0 -9999.0
901549.5 323479.0 -9999.0
901569.5 323479.0 -9999.0
901589.5 323479.0 -9999.0
901609.5 323479.0 -9999.0
901629.5 323479.0 -9999.0
901649.5 323479.0 -9999.0
901669.5 323479.0 -9999.0
901689.5 323479.0 -9999.0
901709.5 323479.0 -9999.0
901729.5 323479.0 -9999.0
901749.5 323479.0 -9999.0
901769.5 323479.0 -9999.0
901789.5 323479.0 -9999.0
901809.5 323479.0 -9999.0
901829.5 323479.0 -9999.0
901849.5 323479.0 -9999.0
901869.5 323479.0 -9999.0
901889.5 323479.0 -9999.0
901909.5 323479.0 -9999.0
901929.5 323479.0 -9999.0
901949.5 323479.0 -9999.0
901969.5 323479.0 -9999.0
901989.5 323479.0 -9999.0
902009.5 323479.0 -9999.0
902029.5 323479.0 -9999.0
902049.5 323479.0 -9999.0
902069.5 323479.0 -9999.0
902089.5 323479.0 -9999.0
902109.5 323479.0 -9999.0
902129.5 323479.0 -9999.0
902149.5 323479.0 -9999.0
902169.5 323479.0 -9999.0
902189.5 323479.0 -9999.0
902209.5 323479.0 -9999.0
902229.5 323479.0 -9999.0
902249.5 323479.0 -9999.0
902269.5 323479.0 -9999.0
902289.5 323479.0 -9999.0
902309.5 323479.0 -9999.0
902329.5 323479.0 -9999.0
902349.5 323479.0 -9999.0
902369.5 323479.0 -9999.0
902389.5 323479.0 -9999.0
902409.5 323479.0 -9999.0
902429.5 323479.0 -9999.0
902449.5 323479.0 -9999.0
902469.5 323479.0 -9999.0
902489.5 323479.0 -9999.0
902509.5 323479.0 -9999.0
902529.5 323479.0 -9999.0
902549.5 323479.0 -9999.0
902569.5 323479.0 -9999.0
902589.5 323479.0 -9999.0
902609.5 323479.0 -9999.0
902629.5 323479.0 -9999.0
902649.5 323479.0 -9999.0
902669.5 323479.0 -9999.0
902689.5 323479.0 -9999.0
902709.5 323479.0 -9999.0
902729.5 323479.0 -9999.0
902749.5 323479.0 -9999.0
902769.5 323479.0 -9999.0
902789.5 323479.0 -9999.0
902809.5 323479.0 -9999.0
902829.5 323479.0 -9999.0
902849.5 323479.0 -9999.0
902869.5 323479.0 -9999.0
902889.5 323479.0 -9999.0
902909.5 323479.0 -9999.0
902929.5 323479.0 -9999.0
902949.5 323479.0 -9999.0
902969.5 323479.0 -9999.0
902989.5 323479.0 -9999.0
903009.5 323479.0 -9999.0
903029.5 323479.0 -9999.0
899089.5 323499.0 -9999.0
899109.5 323499.0 -9999.0
899129.5 323499.0 -9999.0
899149.5 323499.0 -9999.0
899169.5 323499.0 -9999.0
899189.5 323499.0 -9999.0
899209.5 323499.0 -9999.0
899229.5 323499.0 -9999.0
899249.5 323499.0 -9999.0
899269.5 323499.0 -9999.0
899289.5 323499.0 -9999.0
899309.5 323499.0 -9999.0
899329.5 323499.0 -9999.0
899349.5 323499.0 -9999.0
899369.5 323499.0 -9999.0
899389.5 323499.0 -9999.0
899409.5 323499.0 -9999.0
899429.5 323499.0 -9999.0
899449.5 323499.0 -9999.0
899469.5 323499.0 -9999.0
899489.5 323499.0 -9999.0
899509.5 323499.0 -9999.0
899529.5 323499.0 -9999.0
899549.5 323499.0 -9999.0
899569.5 323499.0 -9999.0
899589.5 323499.0 -9999.0
899609.5 323499.0 -9999.0
899629.5 323499.0 -9999.0
899649.5 323499.0 -9999.0
899669.5 323499.0 -9999.0
899689.5 323499.0 -9999.0
899709.5 323499.0 -9999.0
899729.5 323499.0 -9999.0
899749.5 323499.0 -9999.0
899769.5 323499.0 -9999.0
899789.5 323499.0 -9999.0
899809.5 323499.0 -9999.0
899829.5 323499.0 -9999.0
899849.5 323499.0 -9999.0
899869.5 323499.0 -9999.0
899889.5 323499.0 -9999.0
899909.5 323499.0 -9999.0
899929.5 323499.0 -9999.0
899949.5 323499.0 -9999.0
899969.5 323499.0 -9999.0
899989.5 323499.0 -9999.0
900009.5 323499.0 -9999.0
900029.5 323499.0 -9999.0
900049.5 323499.0 -9999.0
900069.5 323499.0 -9999.0
900089.5 323499.0 -9999.0
900109.5 323499.0 -9999.0
900129.5 323499.0 -9999.0
900149.5 323499.0 -9999.0
900169.5 323499.0 -9999.0
900189.5 323499.0 -9999.0
900209.5 323499.0 -9999.0
900229.5 323499.0 -9999.0
900249.5 323499.0 -9999.0
900269.5 323499.0 -9999.0
900289.5 323499.0 -9999.0
900309.5 323499.0 -9999.0
900329.5 323499.0 -9999.0
900349.5 323499.0 -9999.0
900369.5 323499.0 -9999.0
900389.5 323499.0 -9999.0
900409.5 323499.0 -9999.0
900429.5 323499.0 -9999.0
900449.5 323499.0 -9999.0
900469.5 323499.0 -9999.0
900489.5 323499.0 -9999.0
900509.5 323499.0 -9999.0
900529.5 323499.0 -9999.0
900549.5 323499.0 -9999.0
900569.5 323499.0 -9999.0
900589.5 323499.0 -9999.0
900609.5 323499.0 -9999.0
900629.5 323499.0 -9999.0
900649.5 323499.0 -9999.0
900669.5 323499.0 -9999.0
900689.5 323499.0 -9999.0
900709.5 323499.0 -9999.0
900729.5 323499.0 -9999.0
900749.5 323499.0 -9999.0
900769.5 323499.0 -9999.0
900789.5 323499.0 -9999.0
900809.5 323499.0 -9999.0
900829.5 323499.0 -9999.0
900849.5 323499.0 -9999.0
900869.5 323499.0 -9999.0
900889.5 323499.0 -9999.0
900909.5 323499.0 -9999.0
900929.5 323499.0 -9999.0
900949.5 323499.0 -9999.0
900969.5 323499.0 -9999.0
900989.5 323499.0 -9999.0
901009.5 323499.0 -9999.0
901029.5 323499.0 -9999.0
901049.5 323499.0 -9999.0
901069.5 323499.0 -9999.0
901089.5 323499.0 -9999.0
901109.5 323499.0 -9999.0
901129.5 323499.0 -9999.0
901149.5 323499.0 -9999.0
901169.5 323499.0 -9999.0
901189.5 323499.0 -9999.0
901209.5 323499.0 -9999.0
901229.5 323499.0 -9999.0
901249.5 323499.0 -9999.0
901269.5 323499.0 -9999.0
901289.5 323499.0 -9999.0
901309.5 323499.0 -9999.0
901329.5 323499.0 -9999.0
901349.5 323499.0 -9999.0
901369.5 323499.0 -9999.0
901389.5 323499.0 -9999.0
901409.5 323499.0 -9999.0
901429.5 323499.0 -9999.0
901449.5 323499.0 -9999.0
901469.5 323499.0 -9999.0
901489.5 323499.0 -9999.0
901509.5 323499.0 -9999.0
901529.5 323499.0 -9999.0
901549.5 323499.0 -9999.0
901569.5 323499.0 -9999.0
901589.5 323499.0 -9999.0
901609.5 323499.0 -9999.0
901629.5 323499.0 -9999.0
901649.5 323499.0 -9999.0
901669.5 323499.0 -9999.0
901689.5 323499.0 -9999.0
901709.5 323499.0 -9999.0
901729.5 323499.0 -9999.0
901749.5 323499.0 -9999.0
901769.5 323499.0 -9999.0
901789.5 323499.0 -9999.0
901809.5 323499.0 -9999.0
901829.5 323499.0 -9999.0
901849.5 323499.0 -9999.0
901869.5 323499.0 -9999.0
901889.5 323499.0 -9999.0
901909.5 323499.0 -9999.0
901929.5 323499.0 -9999.0
901949.5 323499.0 -9999.0
901969.5 323499.0 -9999.0
901989.5 323499.0 -9999.0
902009.5 323499.0 -9999.0
902029.5 323499.0 -9999.0
902049.5 323499.0 -9999.0
902069.5 323499.0 -9999.0
902089.5 323499.0 -9999.0
902109.5 323499.0 -9999.0
902129.5 323499.0 -9999.0
902149.5 323499.0 -9999.0
902169.5 323499.0 -9999.0
902189.5 323499.0 -9999.0
902209.5 323499.0 -9999.0
902229.5 323499.0 -9999.0
902249.5 323499.0 -9999.0
902269.5 323499.0 -9999.0
902289.5 323499.0 -9999.0
902309.5 323499.0 -9999.0
902329.5 323499.0 -9999.0
902349.5 323499.0 -9999.0
902369.5 323499.0 -9999.0
902389.5 323499.0 -9999.0
902409.5 323499.0 -9999.0
902429.5 323499.0 -9999.0
902449.5 323499.0 -9999.0
902469.5 323499.0 -9999.0
902489.5 323499.0 -9999.0
902509.5 323499.0 -9999.0
902529.5 323499.0 -9999.0
902549.5 323499.0 -9999.0
902569.5 323499.0 -9999.0
902589.5 323499.0 -9999.0
902609.5 323499.0 -9999.0
902629.5 323499.0 -9999.0
902649.5 323499.0 -9999.0
902669.5 323499.0 -9999.0
902689.5 323499.0 -9999.0
902709.5 323499.0 -9999.0
902729.5 323499.0 -9999.0
902749.5 323499.0 -9999.0
902769.5 323499.0 -9999.0
902789.5 323499.0 -9999.0
902809.5 323499.0 -9999.0
902829.5 323499.0 -9999.0
902849.5 323499.0 -9999.0
902869.5 323499.0 -9999.0
902889.5 323499.0 -9999.0
902909.5 323499.0 -9999.0
902929.5 323499.0 -9999.0
902949.5 323499.0 -9999.0
902969.5 323499.0 -9999.0
902989.5 323499.0 -9999.0
903009.5 323499.0 -9999.0
903029.5 323499.0 -9999.0
899089.5 323519.0 -9999.0
899109.5 323519.0 -9999.0
899129.5 323519.0 -9999.0
899149.5 323519.0 -9999.0
899169.5 323519.0 -9999.0
899189.5 323519.0 -9999.0
899209.5 323519.0 -9999.0
899229.5 323519.0 -9999.0
899249.5 323519.0 -9999.0
899269.5 323519.0 -9999.0
899289.5 323519.0 -9999.0
899309.5 323519.0 -9999.0
899329.5 323519.0 -9999.0
899349.5 323519.0 -9999.0
899369.5 323519.0 -9999.0
899389.5 323519.0 -9999.0
899409.5 323519.0 -9999.0
899429.5 323519.0 -9999.0
899449.5 323519.0 -9999.0
899469.5 323519.0 -9999.0
899489.5 323519.0 -9999.0
899509.5 323519.0 -9999.0
899529.5 323519.0 -9999.0
899549.5 323519.0 -9999.0
899569.5 323519.0 -9999.0
899589.5 323519.0 -9999.0
899609.5 323519.0 -9999.0
899629.5 323519.0 -9999.0
899649.5 323519.0 -9999.0
899669.5 323519.0 -9999.0
899689.5 323519.0 -9999.0
899709.5 323519.0 -9999.0
899729.5 323519.0 -9999.0
899749.5 323519.0 -9999.0
899769.5 323519.0 -9999.0
899789.5 323519.0 -9999.0
899809.5 323519.0 -9999.0
899829.5 323519.0 -9999.0
899849.5 323519.0 -9999.0
899869.5 323519.0 -9999.0
899889.5 323519.0 -9999.0
899909.5 323519.0 -9999.0
899929.5 323519.0 -9999.0
899949.5 323519.0 -9999.0
899969.5 323519.0 -9999.0
899989.5 323519.0 -9999.0
900009.5 323519.0 -9999.0
900029.5 323519.0 -9999.0
900049.5 323519.0 -9999.0
900069.5 323519.0 -9999.0
900089.5 323519.0 -9999.0
900109.5 323519.0 -9999.0
900129.5 323519.0 -9999.0
900149.5 323519.0 -9999.0
900169.5 323519.0 -9999.0
900189.5 323519.0 -9999.0
900209.5 323519.0 -9999.0
900229.5 323519.0 -9999.0
900249.5 323519.0 -9999.0
900269.5 323519.0 -9999.0
900289.5 323519.0 -9999.0
900309.5 323519.0 -9999.0
900329.5 323519.0 -9999.0
900349.5 323519.0 -9999.0
900369.5 323519.0 -9999.0
900389.5 323519.0 -9999.0
900409.5 323519.0 -9999.0
900429.5 323519.0 -9999.0
900449.5 323519.0 -9999.0
900469.5 323519.0 -9999.0
900489.5 323519.0 -9999.0
900509.5 323519.0 -9999.0
900529.5 323519.0 -9999.0
900549.5 323519.0 -9999.0
900569.5 323519.0 -9999.0
900589.5 323519.0 -9999.0
900609.5 323519.0 -9999.0
900629.5 323519.0 -9999.0
900649.5 323519.0 -9999.0
900669.5 323519.0 -9999.0
900689.5 323519.0 -9999.0
900709.5 323519.0 -9999.0
900729.5 323519.0 -9999.0
900749.5 323519.0 -9999.0
900769.5 323519.0 -9999.0
900789.5 323519.0 -9999.0
900809.5 323519.0 -9999.0
900829.5 323519.0 -9999.0
900849.5 323519.0 -9999.0
900869.5 323519.0 -9999.0
900889.5 323519.0 -9999.0
900909.5 323519.0 -9999.0
900929.5 323519.0 -9999.0
900949.5 323519.0 -9999.0
900969.5 323519.0 -9999.0
900989.5 323519.0 -9999.0
901009.5 323519.0 -9999.0
901029.5 323519.0 -9999.0
901049.5 323519.0 -9999.0
901069.5 323519.0 -9999.0
901089.5 323519.0 -9999.0
901109.5 323519.0 -9999.0
901129.5 323519.0 -9999.0
901149.5 323519.0 -9999.0
901169.5 323519.0 -9999.0
901189.5 323519.0 -9999.0
901209.5 323519.0 -9999.0
901229.5 323519.0 -9999.0
901249.5 323519.0 -9999.0
901269.5 323519.0 -9999.0
901289.5 323519.0 -9999.0
901309.5 323519.0 -9999.0
901329.5 323519.0 -9999.0
901349.5 323519.0 -9999.0
901369.5 323519.0 -9999.0
901389.5 323519.0 -9999.0
901409.5 323519.0 -9999.0
901429.5 323519.0 -9999.0
901449.5 323519.0 -9999.0
901469.5 323519.0 -9999.0
901489.5 323519.0 -9999.0
901509.5 323519.0 -9999.0
901529.5 323519.0 -9999.0
901549.5 323519.0 -9999.0
901569.5 323519.0 -9999.0
901589.5 323519.0 -9999.0
901609.5 323519.0 -9999.0
901629.5 323519.0 -9999.0
901649.5 323519.0 -9999.0
901669.5 323519.0 -9999.0
901689.5 323519.0 -9999.0
901709.5 323519.0 -9999.0
901729.5 323519.0 -9999.0
901749.5 323519.0 -9999.0
901769.5 323519.0 -9999.0
901789.5 323519.0 -9999.0
901809.5 323519.0 -9999.0
901829.5 323519.0 -9999.0
901849.5 323519.0 -9999.0
901869.5 323519.0 -9999.0
901889.5 323519.0 -9999.0
901909.5 323519.0 -9999.0
901929.5 323519.0 -9999.0
901949.5 323519.0 -9999.0
901969.5 323519.0 -9999.0
901989.5 323519.0 -9999.0
902009.5 323519.0 -9999.0
902029.5 323519.0 -9999.0
902049.5 323519.0 -9999.0
902069.5 323519.0 -9999.0
902089.5 323519.0 -9999.0
902109.5 323519.0 -9999.0
902129.5 323519.0 -9999.0
902149.5 323519.0 -9999.0
902169.5 323519.0 -9999.0
902189.5 323519.0 -9999.0
902209.5 323519.0 -9999.0
902229.5 323519.0 -9999.0
902249.5 323519.0 -9999.0
902269.5 323519.0 -9999.0
902289.5 323519.0 -9999.0
902309.5 323519.0 -9999.0
902329.5 323519.0 -9999.0
902349.5 323519.0 -9999.0
902369.5 323519.0 -9999.0
902389.5 323519.0 -9999.0
902409.5 323519.0 -9999.0
902429.5 323519.0 -9999.0
902449.5 323519.0 -9999.0
902469.5 323519.0 -9999.0
902489.5 323519.0 -9999.0
902509.5 323519.0 -9999.0
902529.5 323519.0 -9999.0
902549.5 323519.0 -9999.0
902569.5 323519.0 -9999.0
902589.5 323519.0 -9999.0
902609.5 323519.0 -9999.0
902629.5 323519.0 -9999.0
902649.5 323519.0 -9999.0
902669.5 323519.0 -9999.0
902689.5 323519.0 -9999.0
902709.5 323519.0 -9999.0
902729.5 323519.0 -9999.0
902749.5 323519.0 -9999.0
902769.5 323519.0 -9999.0
902789.5 323519.0 -9999.0
902809.5 323519.0 -9999.0
902829.5 323519.0 -9999.0
902849.5 323519.0 -9999.0
902869.5 323519.0 -9999.0
902889.5 323519.0 -9999.0
902909.5 323519.0 -9999.0
902929.5 323519.0 -9999.0
902949.5 323519.0 -9999.0
902969.5 323519.0 -9999.0
902989.5 323519.0 -9999.0
903009.5 323519.0 -9999.0
903029.5 323519.0 -9999.0
899089.5 323539.0 -9999.0
899109.5 323539.0 -9999.0
899129.5 323539.0 -9999.0
899149.5 323539.0 -9999.0
899169.5 323539.0 -9999.0
899189.5 323539.0 -9999.0
899209.5 323539.0 -9999.0
899229.5 323539.0 -9999.0
899249.5 323539.0 -9999.0
899269.5 323539.0 -9999.0
899289.5 323539.0 -9999.0
899309.5 323539.0 -9999.0
899329.5 323539.0 -9999.0
899349.5 323539.0 -9999.0
899369.5 323539.0 -9999.0
899389.5 323539.0 -9999.0
899409.5 323539.0 -9999.0
899429.5 323539.0 -9999.0
899449.5 323539.0 -9999.0
899469.5 323539.0 -9999.0
899489.5 323539.0 -9999.0
899509.5 323539.0 -9999.0
899529.5 323539.0 -9999.0
899549.5 323539.0 -9999.0
899569.5 323539.0 -9999.0
899589.5 323539.0 -9999.0
899609.5 323539.0 -9999.0
899629.5 323539.0 -9999.0
899649.5 323539.0 -9999.0
899669.5 323539.0 -9999.0
899689.5 323539.0 -9999.0
899709.5 323539.0 -9999.0
899729.5 323539.0 -9999.0
899749.5 323539.0 -9999.0
899769.5 323539.0 -9999.0
899789.5 323539.0 -9999.0
899809.5 323539.0 -9999.0
899829.5 323539.0 -9999.0
899849.5 323539.0 -9999.0
899869.5 323539.0 -9999.0
899889.5 323539.0 -9999.0
899909.5 323539.0 -9999.0
899929.5 323539.0 -9999.0
899949.5 323539.0 -9999.0
899969.5 323539.0 -9999.0
899989.5 323539.0 -9999.0
900009.5 323539.0 -9999.0
900029.5 323539.0 -9999.0
900049.5 323539.0 -9999.0
900069.5 323539.0 -9999.0
900089.5 323539.0 -9999.0
900109.5 323539.0 -9999.0
900129.5 323539.0 -9999.0
900149.5 323539.0 -9999.0
900169.5 323539.0 -9999.0
900189.5 323539.0 -9999.0
900209.5 323539.0 -9999.0
900229.5 323539.0 -9999.0
900249.5 323539.0 -9999.0
900269.5 323539.0 -9999.0
900289.5 323539.0 -9999.0
900309.5 323539.0 -9999.0
900329.5 323539.0 -9999.0
900349.5 323539.0 -9999.0
900369.5 323539.0 -9999.0
900389.5 323539.0 -9999.0
900409.5 323539.0 -9999.0
900429.5 323539.0 -9999.0
900449.5 323539.0 -9999.0
900469.5 323539.0 -9999.0
900489.5 323539.0 -9999.0
900509.5 323539.0 -9999.0
900529.5 323539.0 -9999.0
900549.5 323539.0 -9999.0
900569.5 323539.0 -9999.0
900589.5 323539.0 -9999.0
900609.5 323539.0 -9999.0
900629.5 323539.0 -9999.0
900649.5 323539.0 -9999.0
900669.5 323539.0 -9999.0
900689.5 323539.0 -9999.0
900709.5 323539.0 -9999.0
900729.5 323539.0 -9999.0
900749.5 323539.0 -9999.0
900769.5 323539.0 -9999.0
900789.5 323539.0 -9999.0
900809.5 323539.0 -9999.0
900829.5 323539.0 -9999.0
900849.5 323539.0 -9999.0
900869.5 323539.0 -9999.0
900889.5 323539.0 -9999.0
900909.5 323539.0 -9999.0
900929.5 323539.0 -9999.0
900949.5 323539.0 -9999.0
900969.5 323539.0 -9999.0
900989.5 323539.0 -9999.0
901009.5 323539.0 -9999.0
901029.5 323539.0 -9999.0
901049.5 323539.0 -9999.0
901069.5 323539.0 -9999.0
901089.5 323539.0 -9999.0
901109.5 323539.0 -9999.0
901129.5 323539.0 -9999.0
901149.5 323539.0 -9999.0
901169.5 323539.0 -9999.0
901189.5 323539.0 -9999.0
901209.5 323539.0 -9999.0
901229.5 323539.0 -9999.0
901249.5 323539.0 -9999.0
901269.5 323539.0 -9999.0
901289.5 323539.0 -9999.0
901309.5 323539.0 -9999.0
901329.5 323539.0 -9999.0
901349.5 323539.0 -9999.0
901369.5 323539.0 -9999.0
901389.5 323539.0 -9999.0
901409.5 323539.0 -9999.0
901429.5 323539.0 -9999.0
901449.5 323539.0 -9999.0
901469.5 323539.0 -9999.0
901489.5 323539.0 -9999.0
901509.5 323539.0 -9999.0
901529.5 323539.0 -9999.0
901549.5 323539.0 -9999.0
901569.5 323539.0 -9999.0
901589.5 323539.0 -9999.0
901609.5 323539.0 -9999.0
901629.5 323539.0 -9999.0
901649.5 323539.0 -9999.0
901669.5 323539.0 -9999.0
901689.5 323539.0 -9999.0
901709.5 323539.0 -9999.0
901729.5 323539.0 -9999.0
901749.5 323539.0 -9999.0
901769.5 323539.0 -9999.0
901789.5 323539.0 -9999.0
901809.5 323539.0 -9999.0
901829.5 323539.0 -9999.0
901849.5 323539.0 -9999.0
901869.5 323539.0 -9999.0
901889.5 323539.0 -9999.0
901909.5 323539.0 -9999.0
901929.5 323539.0 -9999.0
901949.5 323539.0 -9999.0
901969.5 323539.0 -9999.0
901989.5 323539.0 -9999.0
902009.5 323539.0 -9999.0
902029.5 323539.0 -9999.0
902049.5 323539.0 -9999.0
902069.5 323539.0 -9999.0
902089.5 323539.0 -9999.0
902109.5 323539.0 -9999.0
902129.5 323539.0 -9999.0
902149.5 323539.0 -9999.0
902169.5 323539.0 -9999.0
902189.5 323539.0 -9999.0
902209.5 323539.0 -9999.0
902229.5 323539.0 -9999.0
902249.5 323539.0 -9999.0
902269.5 323539.0 -9999.0
902289.5 323539.0 -9999.0
902309.5 323539.0 -9999.0
902329.5 323539.0 -9999.0
902349.5 323539.0 -9999.0
902369.5 323539.0 -9999.0
902389.5 323539.0 -9999.0
902409.5 323539.0 -9999.0
902429.5 323539.0 -9999.0
902449.5 323539.0 -9999.0
902469.5 323539.0 -9999.0
902489.5 323539.0 -9999.0
902509.5 323539.0 -9999.0
902529.5 323539.0 -9999.0
902549.5 323539.0 -9999.0
902569.5 323539.0 -9999.0
902589.5 323539.0 -9999.0
902609.5 323539.0 -9999.0
902629.5 323539.0 -9999.0
902649.5 323539.0 -9999.0
902669.5 323539.0 -9999.0
902689.5 323539.0 -9999.0
902709.5 323539.0 -9999.0
902729.5 323539.0 -9999.0
902749.5 323539.0 -9999.0
902769.5 323539.0 -9999.0
902789.5 323539.0 -9999.0
902809.5 323539.0 -9999.0
902829.5 323539.0 -9999.0
902849.5 323539.0 -9999.0
902869.5 323539.0 -9999.0
902889.5 323539.0 -9999.0
902909.5 323539.0 -9999.0
902929.5 323539.0 -9999.0
902949.5 323539.0 -9999.0
902969.5 323539.0 -9999.0
902989.5 323539.0 -9999.0
903009.5 323539.0 -9999.0
903029.5 323539.0 -9999.0
899089.5 323559.0 -9999.0
899109.5 323559.0 -9999.0
899129.5 323559.0 -9999.0
899149.5 323559.0 -9999.0
899169.5 323559.0 -9999.0
899189.5 323559.0 -9999.0
899209.5 323559.0 -9999.0
899229.5 323559.0 -9999.0
899249.5 323559.0 -9999.0
899269.5 323559.0 -9999.0
899289.5 323559.0 -9999.0
899309.5 323559.0 -9999.0
899329.5 323559.0 -9999.0
899349.5 323559.0 -9999.0
899369.5 323559.0 -9999.0
899389.5 323559.0 -9999.0
899409.5 323559.0 -9999.0
899429.5 323559.0 -9999.0
899449.5 323559.0 -9999.0
899469.5 323559.0 -9999.0
899489.5 323559.0 -9999.0
899509.5 323559.0 -9999.0
899529.5 323559.0 -9999.0
899549.5 323559.0 -9999.0
899569.5 323559.0 -9999.0
899589.5 323559.0 -9999.0
899609.5 323559.0 -9999.0
899629.5 323559.0 -9999.0
899649.5 323559.0 -9999.0
899669.5 323559.0 -9999.0
899689.5 323559.0 -9999.0
899709.5 323559.0 -9999.0
899729.5 323559.0 -9999.0
899749.5 323559.0 -9999.0
899769.5 323559.0 -9999.0
899789.5 323559.0 -9999.0
899809.5 323559.0 -9999.0
899829.5 323559.0 -9999.0
899849.5 323559.0 -9999.0
899869.5 323559.0 -9999.0
899889.5 323559.0 -9999.0
899909.5 323559.0 -9999.0
899929.5 323559.0 -9999.0
899949.5 323559.0 -9999.0
899969.5 323559.0 -9999.0
899989.5 323559.0 -9999.0
900009.5 323559.0 -9999.0
900029.5 323559.0 -9999.0
900049.5 323559.0 -9999.0
900069.5 323559.0 -9999.0
900089.5 323559.0 -9999.0
900109.5 323559.0 -9999.0
900129.5 323559.0 -9999.0
900149.5 323559.0 -9999.0
900169.5 323559.0 -9999.0
900189.5 323559.0 -9999.0
900209.5 323559.0 -9999.0
900229.5 323559.0 -9999.0
900249.5 323559.0 -9999.0
900269.5 323559.0 -9999.0
900289.5 323559.0 -9999.0
900309.5 323559.0 -9999.0
900329.5 323559.0 -9999.0
900349.5 323559.0 -9999.0
900369.5 323559.0 -9999.0
900389.5 323559.0 -9999.0
900409.5 323559.0 -9999.0
900429.5 323559.0 -9999.0
900449.5 323559.0 -9999.0
900469.5 323559.0 -9999.0
900489.5 323559.0 -9999.0
900509.5 323559.0 -9999.0
900529.5 323559.0 -9999.0
900549.5 323559.0 -9999.0
900569.5 323559.0 -9999.0
900589.5 323559.0 -9999.0
900609.5 323559.0 -9999.0
900629.5 323559.0 -9999.0
900649.5 323559.0 -9999.0
900669.5 323559.0 -9999.0
900689.5 323559.0 -9999.0
900709.5 323559.0 -9999.0
900729.5 323559.0 -9999.0
900749.5 323559.0 -9999.0
900769.5 323559.0 -9999.0
900789.5 323559.0 -9999.0
900809.5 323559.0 -9999.0
900829.5 323559.0 -9999.0
900849.5 323559.0 -9999.0
900869.5 323559.0 -9999.0
900889.5 323559.0 -9999.0
900909.5 323559.0 -9999.0
900929.5 323559.0 -9999.0
900949.5 323559.0 -9999.0
900969.5 323559.0 -9999.0
900989.5 323559.0 -9999.0
901009.5 323559.0 -9999.0
901029.5 323559.0 -9999.0
901049.5 323559.0 -9999.0
901069.5 323559.0 -9999.0
901089.5 323559.0 -9999.0
901109.5 323559.0 -9999.0
901129.5 323559.0 -9999.0
901149.5 323559.0 -9999.0
901169.5 323559.0 -9999.0
901189.5 323559.0 -9999.0
901209.5 323559.0 -9999.0
901229.5 323559.0 -9999.0
901249.5 323559.0 -9999.0
901269.5 323559.0 -9999.0
901289.5 323559.0 -9999.0
901309.5 323559.0 -9999.0
901329.5 323559.0 -9999.0
901349.5 323559.0 -9999.0
901369.5 323559.0 -9999.0
901389.5 323559.0 -9999.0
901409.5 323559.0 -9999.0
901429.5 323559.0 -9999.0
901449.5 323559.0 -9999.0
901469.5 323559.0 -9999.0
901489.5 323559.0 -9999.0
901509.5 323559.0 -9999.0
901529.5 323559.0 -9999.0
901549.5 323559.0 -9999.0
901569.5 323559.0 -9999.0
901589.5 323559.0 -9999.0
901609.5 323559.0 -9999.0
901629.5 323559.0 -9999.0
901649.5 323559.0 -9999.0
901669.5 323559.0 -9999.0
901689.5 323559.0 -9999.0
901709.5 323559.0 -9999.0
901729.5 323559.0 -9999.0
901749.5 323559.0 -9999.0
901769.5 323559.0 -9999.0
901789.5 323559.0 -9999.0
901809.5 323559.0 -9999.0
901829.5 323559.0 -9999.0
901849.5 323559.0 -9999.0
901869.5 323559.0 -9999.0
901889.5 323559.0 -9999.0
901909.5 323559.0 -9999.0
901929.5 323559.0 -9999.0
901949.5 323559.0 -9999.0
901969.5 323559.0 -9999.0
901989.5 323559.0 -9999.0
902009.5 323559.0 -9999.0
